City,Country,Latitude,Longitude,Max_temp_F,Humidity_Percent,Cloudy_Percent,Wind_Speed_mph,Date
Gambēla,Ethiopia,8.25,34.58,79.12,51,1,3.29,2020-12-10 23:46:41
Saint-Augustin,Canada,51.23,-58.65,32.31,98,99,10.4,2020-12-10 23:46:41
Selikhino,Russia,50.37,137.5,13.06,94,100,1.81,2020-12-10 23:46:42
Zilair,Russia,52.23,57.44,10.09,90,0,3.98,2020-12-10 23:46:42
Mahébourg,Mauritius,-20.41,57.7,75.2,69,75,11.41,2020-12-10 23:46:16
Sao,India,20.51,76.21,67.73,53,47,12.15,2020-12-10 23:46:15
Ayan,Russia,56.45,138.17,5.86,84,78,10.22,2020-12-10 23:46:43
Biak,Indonesia,-0.91,122.88,81.91,72,92,1.07,2020-12-10 23:46:43
Beloha,Madagascar,-25.17,45.05,73.94,78,36,6.06,2020-12-10 23:46:44
Kyaukse,Myanmar,21.6,96.13,59.0,87,3,2.44,2020-12-10 23:46:44
Daru,Papua New Guinea,-9.08,143.21,83.93,72,65,5.75,2020-12-10 23:46:44
Solnechnyy,Russia,50.72,136.63,7.86,92,100,1.97,2020-12-10 23:46:45
Teruel,Spain,40.67,-0.67,48.2,81,0,3.36,2020-12-10 23:46:45
Botwood,Canada,49.15,-55.35,33.01,94,100,4.74,2020-12-10 23:46:45
Xichang,China,27.9,102.26,50.0,64,98,0.85,2020-12-10 23:46:46
Areia,Brazil,-6.96,-35.69,73.4,83,20,16.11,2020-12-10 23:46:46
Brigantine,United States,39.41,-74.36,43.0,69,1,7.09,2020-12-10 23:46:46
Kualakapuas,Indonesia,-3.01,114.39,77.0,94,40,3.36,2020-12-10 23:46:47
Poum,New Caledonia,-20.23,164.02,81.68,77,97,11.97,2020-12-10 23:46:47
Huarmey,Peru,-10.07,-78.15,68.34,81,88,7.38,2020-12-10 23:46:47
Tsumeb,Namibia,-19.23,17.72,75.11,17,0,8.32,2020-12-10 23:46:47
Taoudenni,Mali,22.68,-3.98,61.5,28,87,12.59,2020-12-10 23:46:48
Kodīnar,India,20.79,70.7,72.77,86,93,5.95,2020-12-10 23:46:48
Alta,Norway,69.97,23.27,30.2,80,90,13.87,2020-12-10 23:46:49
Gouré,Niger,13.98,10.27,74.3,20,0,9.26,2020-12-10 23:46:49
Calabar,Nigeria,4.95,8.32,75.78,91,52,2.13,2020-12-10 23:46:49
Tukums,Latvia,56.97,23.16,24.8,79,75,6.93,2020-12-10 23:46:49
Kiryat Gat,Israel,31.61,34.76,57.99,71,25,4.43,2020-12-10 23:46:50
Portland,United States,45.52,-122.68,42.01,91,100,1.99,2020-12-10 23:43:59
Chertkovo,Russia,49.38,40.15,18.45,90,0,12.66,2020-12-10 23:46:50
Acapulco de Juárez,Mexico,16.86,-99.89,82.4,74,20,11.41,2020-12-10 23:43:54
Mount,United Kingdom,53.66,-1.85,42.01,97,100,3.0,2020-12-10 23:42:07
Erenhot,China,43.65,111.98,8.42,93,99,3.51,2020-12-10 23:46:51
Karasjok,Norway,69.47,25.51,30.2,86,80,4.7,2020-12-10 23:46:51
Mombetsu,Japan,44.35,143.35,30.0,79,77,3.0,2020-12-10 23:46:52
Ust-Tsilma,Russia,65.44,52.15,19.26,94,62,6.78,2020-12-10 23:46:52
Ayamé,Cote d'Ivoire,5.61,-3.16,74.55,95,64,3.42,2020-12-10 23:46:52
Cuamba,Mozambique,-14.8,36.54,72.45,82,99,1.21,2020-12-10 23:46:53
Nacala,Mozambique,-14.54,40.67,78.58,87,97,6.24,2020-12-10 23:46:53
Zima,Russia,53.92,102.04,-1.77,89,98,5.99,2020-12-10 23:45:21
Talnakh,Russia,69.49,88.4,-25.6,67,0,2.24,2020-12-10 23:46:53
Dongsheng,China,39.82,109.98,13.44,90,0,11.77,2020-12-10 23:46:53
Okhotsk,Russia,59.38,143.3,-13.18,83,0,15.23,2020-12-10 23:46:54
Nandigāma,India,16.78,80.3,65.89,88,23,1.25,2020-12-10 23:46:54
Patnanungan,Philippines,14.78,122.18,81.19,85,99,10.04,2020-12-10 23:46:55
Ludvika,Sweden,60.15,15.19,32.0,97,100,5.82,2020-12-10 23:46:55
Auki,Solomon Islands,-8.77,160.7,83.53,77,87,4.63,2020-12-10 23:46:55
Chagoda,Russia,59.16,35.33,17.69,93,49,7.25,2020-12-10 23:46:55
Srednekolymsk,Russia,67.45,153.68,-16.8,88,100,3.94,2020-12-10 23:46:55
Dingle,Philippines,11.0,122.67,80.56,86,35,5.14,2020-12-10 23:46:56
Morondava,Madagascar,-20.28,44.28,78.33,83,26,7.74,2020-12-10 23:46:56
Tsabong,Botswana,-26.02,22.4,77.88,23,49,8.37,2020-12-10 23:46:56
Bethanien,Namibia,-26.5,17.16,59.5,57,2,4.47,2020-12-10 23:46:57
Myitkyina,Myanmar,25.38,97.4,56.39,86,1,2.24,2020-12-10 23:46:57
Uglovoye,Ukraine,44.82,33.6,51.06,67,100,10.29,2020-12-10 23:46:57
Norsup,Vanuatu,-16.07,167.38,84.2,79,75,3.36,2020-12-10 23:46:57
Usvyaty,Russia,55.75,30.75,24.35,94,90,9.19,2020-12-10 23:46:57
Vila,Portugal,42.03,-8.16,55.99,96,100,15.01,2020-12-10 23:46:57
Oyem,Gabon,1.6,11.58,67.87,98,99,2.82,2020-12-10 23:46:58
Ixtapa,Mexico,20.7,-105.2,78.8,74,90,9.17,2020-12-10 23:46:58
Mingshui,China,36.72,117.5,37.99,80,19,1.63,2020-12-10 23:46:58
Tautira,French Polynesia,-17.73,-149.15,75.2,88,75,21.92,2020-12-10 23:46:58
Northam,United Kingdom,51.03,-4.22,52.0,98,100,8.99,2020-12-10 23:46:58
Isangel,Vanuatu,-19.55,169.27,84.2,79,75,5.82,2020-12-10 23:46:59
Gönen,Turkey,40.1,27.65,57.0,76,75,19.46,2020-12-10 23:46:59
Kinsale,Ireland,51.71,-8.53,48.2,93,40,12.75,2020-12-10 23:46:59
Sampit,Indonesia,-2.53,112.95,78.3,90,99,1.72,2020-12-10 23:46:59
El Puerto de Santa María,Spain,36.59,-6.23,64.4,88,75,16.11,2020-12-10 23:46:59
Winnetka,United States,42.11,-87.74,53.6,61,1,3.36,2020-12-10 23:46:59
Butterworth,Malaysia,5.4,100.36,80.6,94,20,3.36,2020-12-10 23:46:59
Luanda,Angola,-8.84,13.23,77.0,83,20,9.17,2020-12-10 23:43:10
Trojes,Albania,41.76,19.96,46.4,87,90,6.93,2020-12-10 23:47:00
Belyy,Russia,55.84,32.94,22.12,92,73,9.95,2020-12-10 23:47:00
Kharagauli,Georgia,42.02,43.2,46.4,71,0,33.33,2020-12-10 23:47:00
Seoul,South Korea,37.57,126.98,35.6,100,90,0.89,2020-12-10 23:46:10
Lobatse,Botswana,-25.22,25.67,69.8,73,15,2.24,2020-12-10 23:47:00
Lakatoro,Vanuatu,-16.1,167.42,84.2,79,75,3.36,2020-12-10 23:47:01
Muros,Spain,42.78,-9.06,61.0,97,100,15.99,2020-12-10 23:47:01
Kodinsk,Russia,58.69,99.18,-8.79,88,99,2.84,2020-12-10 23:47:01
Lima,Peru,-12.04,-77.03,68.0,77,40,11.41,2020-12-10 23:44:27
Myre,Norway,69.1,15.95,36.0,72,69,6.93,2020-12-10 23:47:01
Gornopravdinsk,Russia,60.05,69.9,10.99,96,93,5.44,2020-12-10 23:47:02
Coyhaique,Chile,-45.58,-72.07,53.6,58,75,11.41,2020-12-10 23:42:10
Malampaka,Tanzania,-3.13,33.53,67.28,84,64,3.6,2020-12-10 23:47:02
Songea,Tanzania,-10.68,35.65,65.23,89,98,4.43,2020-12-10 23:47:02
Khorixas,Namibia,-20.37,14.97,61.45,49,0,4.52,2020-12-10 23:47:03
Mondlo,South Africa,-27.98,30.72,64.4,94,45,5.1,2020-12-10 23:47:03
Grindavik,Iceland,63.84,-22.43,41.0,86,75,17.22,2020-12-10 23:47:03
Disna,Belarus,55.57,28.2,26.33,96,100,12.28,2020-12-10 23:47:03
Sechura,Peru,-5.56,-80.82,72.55,71,92,14.76,2020-12-10 23:47:03
Hobyo,Somalia,5.35,48.53,77.76,71,17,18.32,2020-12-10 23:47:03
Camalú,Mexico,30.85,-116.07,64.0,51,0,5.99,2020-12-10 23:47:04
Sao,India,20.51,76.21,67.73,53,47,12.15,2020-12-10 23:46:00
Lavrentiya,Russia,65.58,-171.0,6.22,88,0,9.33,2020-12-10 23:47:05
Las,Poland,49.74,19.43,30.0,2,73,10.0,2020-12-10 23:47:05
Maragogi,Brazil,-9.01,-35.22,77.09,79,15,10.51,2020-12-10 23:47:05
Serenje,Zambia,-13.23,30.24,63.34,95,100,4.07,2020-12-10 23:47:06
Oistins,Barbados,13.07,-59.53,78.8,74,20,12.75,2020-12-10 23:42:52
San,Mali,13.3,-4.9,75.13,20,0,10.74,2020-12-10 23:44:11
Lumberton,United States,34.62,-79.01,53.6,66,1,5.82,2020-12-10 23:46:04
Dubai,United Arab Emirates,25.26,55.3,68.0,56,20,4.7,2020-12-10 23:45:07
Iquique,Chile,-20.22,-70.14,68.0,64,0,13.87,2020-12-10 23:45:48
Tura,India,25.52,90.22,58.51,70,0,2.66,2020-12-10 23:47:07
Petropavlovsk-Kamchatskiy,Russia,53.05,158.65,17.6,57,0,6.71,2020-12-10 23:47:07
Lázaro,Dominican Republic,19.46,-71.33,71.01,93,100,0.94,2020-12-10 23:47:08
Wanning,China,18.8,110.4,69.01,89,100,8.52,2020-12-10 23:47:08
Cabedelo,Brazil,-6.98,-34.83,77.0,83,0,6.93,2020-12-10 23:47:08
Mar,Spain,43.4,-4.01,57.2,87,75,8.05,2020-12-10 23:47:08
Constantine,Algeria,36.37,6.61,48.2,93,75,2.24,2020-12-10 23:47:08
Rocha,Uruguay,-34.48,-54.33,75.33,58,1,11.5,2020-12-10 23:47:09
Lodja,DR Congo,-3.48,23.43,67.84,97,100,0.76,2020-12-10 23:47:09
Casay,Philippines,9.82,123.55,82.11,78,72,5.99,2020-12-10 23:47:09
Lüderitz,Namibia,-26.65,15.16,60.06,87,5,11.07,2020-12-10 23:47:09
Torbay,Canada,47.67,-52.73,35.01,93,90,5.82,2020-12-10 23:47:09
Murray,United States,40.67,-111.89,36.0,74,40,1.72,2020-12-10 23:47:10
Vao,New Caledonia,-22.67,167.48,77.74,86,34,20.54,2020-12-10 23:47:10
Hailar,China,49.2,119.7,-4.23,87,0,11.34,2020-12-10 23:47:10
Manakara,Madagascar,-22.13,48.02,73.83,89,100,6.58,2020-12-10 23:47:10
East,Iceland,65.0,-15.0,39.2,86,75,4.7,2020-12-10 23:47:10
Nynäshamn,Sweden,58.9,17.95,41.0,93,100,1.99,2020-12-10 23:47:11
Clarence,United States,42.98,-78.59,39.2,80,90,4.7,2020-12-10 23:43:09
Pangnirtung,Canada,66.15,-65.71,14.0,78,20,4.7,2020-12-10 23:47:11
Gushikawa,Japan,26.35,127.87,69.8,94,20,8.05,2020-12-10 23:47:11
Meulaboh,Indonesia,4.14,96.13,75.99,82,100,6.76,2020-12-10 23:47:12
Ocós,Guatemala,14.51,-92.19,84.2,83,40,6.93,2020-12-10 23:44:15
Mount,United Kingdom,53.66,-1.85,42.01,97,100,3.0,2020-12-10 23:47:12
Sémbé,Congo Republic,1.65,14.58,71.58,86,60,2.84,2020-12-10 23:47:12
Bhatkal,India,13.97,74.57,75.56,73,1,4.54,2020-12-10 23:47:12
Peniche,Portugal,39.36,-9.38,62.01,95,100,15.01,2020-12-10 23:47:12
Port,DR Congo,-7.03,29.76,71.74,75,88,10.51,2020-12-10 23:44:00
Sur,Oman,22.57,59.53,72.23,61,1,11.74,2020-12-10 23:47:13
Kilifi,Kenya,-3.63,39.85,78.8,88,20,2.24,2020-12-10 23:47:13
Koson,Uzbekistan,39.04,65.58,28.4,100,0,4.7,2020-12-10 23:47:13
Genoa,Italy,44.41,8.96,46.4,70,0,14.99,2020-12-10 23:47:13
Egvekinot,Russia,66.32,-179.17,2.1,92,20,6.33,2020-12-10 23:47:14
Biltine,Chad,14.53,20.92,72.1,20,89,12.53,2020-12-10 23:47:14
Knysna,South Africa,-34.04,23.05,60.8,93,17,4.7,2020-12-10 23:47:14
Noumea,New Caledonia,-22.28,166.46,87.8,52,75,8.05,2020-12-10 23:47:14
Bay,United States,43.73,-84.02,44.01,80,1,9.26,2020-12-10 23:47:15
Khromtau,Kazakhstan,50.25,58.43,7.61,97,93,6.85,2020-12-10 23:47:15
Werda,Botswana,-25.27,23.28,80.85,26,81,8.32,2020-12-10 23:47:15
Izačić,Bosnia and Herzegovina,44.88,15.78,39.0,91,92,1.01,2020-12-10 23:47:15
Béboto,Chad,8.27,16.94,72.84,25,100,1.39,2020-12-10 23:47:15
Port,DR Congo,-7.03,29.76,71.74,75,88,10.51,2020-12-10 23:47:16
Sisimiut,Greenland,66.94,-53.67,20.91,93,95,11.1,2020-12-10 23:47:16
Akureyri,Iceland,65.68,-18.09,39.2,85,90,6.93,2020-12-10 23:47:16
Bontang,Indonesia,0.13,117.5,81.07,76,82,3.4,2020-12-10 23:47:16
Sabzawār,Iran,36.21,57.68,36.59,77,76,5.37,2020-12-10 23:47:17
Iranshahr,Iran,27.2,60.68,53.46,43,1,2.46,2020-12-10 23:47:17
Banes,Cuba,20.96,-75.72,73.4,73,75,9.17,2020-12-10 23:47:17
Ancud,Chile,-41.87,-73.82,53.6,71,75,12.75,2020-12-10 23:47:17
Buraidah,Saudi Arabia,26.33,43.98,51.8,93,0,7.4,2020-12-10 23:47:17
Kabansk,Russia,52.05,106.65,-14.8,83,98,2.24,2020-12-10 23:47:17
Fallon,United States,39.47,-118.78,46.4,39,1,5.82,2020-12-10 23:47:17
Khipro,Pakistan,25.83,69.38,63.95,55,19,11.12,2020-12-10 23:47:18
Ahipara,New Zealand,-35.17,173.17,67.03,66,100,8.84,2020-12-10 23:43:31
Novopokrovka,Ukraine,49.84,36.55,19.4,79,0,15.66,2020-12-10 23:47:18
Fairview,United States,40.81,-74.0,46.4,52,1,8.05,2020-12-10 23:47:12
Yibin,China,28.77,104.62,48.78,81,100,2.73,2020-12-10 23:47:18
Bānda,India,25.48,80.33,62.24,56,0,1.16,2020-12-10 23:47:18
Saint-Pierre,Reunion,-21.34,55.48,73.4,73,0,21.92,2020-12-10 23:47:19
Omaruru,Namibia,-21.43,15.93,56.98,45,1,3.24,2020-12-10 23:47:19
Byron,United States,44.03,-92.65,42.8,60,1,10.29,2020-12-10 23:47:19
Narrabri,Australia,-30.32,149.78,75.2,47,90,11.41,2020-12-10 23:47:19
Luangwa,Zambia,-15.62,30.42,75.88,78,100,0.74,2020-12-10 23:47:19
Puqi,China,29.72,113.88,44.42,76,0,0.98,2020-12-10 23:47:19
Magistral'nyy,Russia,56.17,107.45,-15.45,86,100,3.29,2020-12-10 23:47:20
Acaraú,Brazil,-2.89,-40.12,78.82,80,62,14.05,2020-12-10 23:47:20
Aitape,Papua New Guinea,-3.14,142.35,80.33,80,98,5.88,2020-12-10 23:47:20
Aras,Spain,42.56,-2.36,50.0,81,40,2.84,2020-12-10 23:47:20
Kurchum,Kazakhstan,48.57,83.65,8.01,94,100,4.36,2020-12-10 23:47:21
Willmar,United States,45.12,-95.04,37.4,74,1,8.05,2020-12-10 23:45:15
Port-Gentil,Gabon,-0.72,8.78,80.6,88,40,9.17,2020-12-10 23:47:21
Orneta,Poland,54.11,20.13,31.82,98,100,10.36,2020-12-10 23:47:21
Kendari,Indonesia,-3.94,122.5,82.89,78,91,2.01,2020-12-10 23:46:29
Minyar,Russia,55.07,57.55,12.36,89,0,1.7,2020-12-10 23:47:21
Bull,Liberia,6.2,-10.28,78.8,94,75,4.09,2020-12-10 23:47:22
Pisco,Peru,-13.7,-76.22,68.0,82,0,19.46,2020-12-10 23:47:22
Vila,Portugal,42.03,-8.16,55.99,96,100,15.01,2020-12-10 23:47:22
Tyristrand,Norway,60.08,10.1,36.0,82,99,3.0,2020-12-10 23:47:22
Matagami,Canada,49.75,-77.63,28.4,100,90,8.05,2020-12-10 23:47:22
Kapit,Malaysia,2.02,112.93,76.69,92,93,0.94,2020-12-10 23:47:23
Makat,Kazakhstan,47.65,53.35,18.01,93,0,6.31,2020-12-10 23:47:23
Megion,Russia,61.03,76.11,10.4,78,75,4.47,2020-12-10 23:47:23
Tchibanga,Gabon,-2.85,11.03,72.41,98,100,2.68,2020-12-10 23:47:23
Maniwaki,Canada,46.38,-75.97,30.2,86,92,3.36,2020-12-10 23:47:23
Warman,Canada,52.32,-106.57,19.99,85,75,8.05,2020-12-10 23:47:14
Namatanai,Papua New Guinea,-3.67,152.43,81.66,77,98,6.38,2020-12-10 23:47:24
Fairbanks,United States,64.84,-147.72,3.2,77,75,1.23,2020-12-10 23:47:24
Lewistown,United States,40.6,-77.57,37.4,90,1,1.23,2020-12-10 23:47:24
Enshi,China,30.3,109.48,45.9,79,91,0.6,2020-12-10 23:47:24
Semarang,Indonesia,-6.99,110.42,77.0,100,75,2.24,2020-12-10 23:47:24
Les,Spain,42.81,0.71,43.0,96,99,5.97,2020-12-10 23:47:25
Uray,Russia,60.12,64.78,16.77,90,3,8.95,2020-12-10 23:47:25
Yerbogachën,Russia,61.28,108.01,-21.62,86,98,1.34,2020-12-10 23:47:25
Ṭikāpur,Nepal,28.5,81.13,59.0,84,0,2.8,2020-12-10 23:47:25
San,Mali,13.3,-4.9,75.13,20,0,10.74,2020-12-10 23:47:26
Turia,Romania,46.03,26.05,42.01,89,100,5.84,2020-12-10 23:47:26
Phan,Thailand,19.55,99.74,57.0,100,40,1.05,2020-12-10 23:47:26
Zavyalovo,Russia,54.51,82.45,19.4,73,100,15.66,2020-12-10 23:47:26
Khāsh,Iran,28.22,61.22,41.09,67,36,5.28,2020-12-10 23:47:26
Arauco,Chile,-37.25,-73.32,60.8,77,20,10.29,2020-12-10 23:47:27
Seymchan,Russia,62.88,152.43,-22.54,86,85,0.72,2020-12-10 23:47:27
Findlay,United States,41.04,-83.65,46.4,70,1,8.05,2020-12-10 23:43:58
Ossora,Russia,59.24,163.07,30.09,98,100,21.63,2020-12-10 23:47:27
Ngunguru,New Zealand,-35.62,174.5,70.0,67,93,5.99,2020-12-10 23:47:27
Innisfail,Australia,-17.53,146.03,79.0,59,61,5.99,2020-12-10 23:47:28
Chhor,Pakistan,25.52,69.77,65.37,46,0,4.34,2020-12-10 23:47:28
Hirtshals,Denmark,57.59,9.96,37.99,92,99,3.0,2020-12-10 23:47:28
Hirānagar,India,32.45,75.27,59.04,50,9,3.0,2020-12-10 23:47:28
Zhigansk,Russia,66.77,123.37,-30.14,84,100,7.94,2020-12-10 23:47:28
Yemtsa,Russia,63.07,40.33,15.08,96,0,7.0,2020-12-10 23:47:28
Bambanglipuro,Indonesia,-7.95,110.28,80.15,81,92,1.63,2020-12-10 23:47:29
Barra de Tecoanapa,Mexico,16.52,-98.75,81.1,77,70,10.31,2020-12-10 23:47:29
Lagan,Russia,45.39,47.37,30.69,95,0,14.25,2020-12-10 23:47:29
Darnah,Libya,32.77,22.64,58.03,67,1,10.49,2020-12-10 23:47:29
Hualmay,Peru,-11.1,-77.61,67.57,82,96,5.88,2020-12-10 23:47:29
Oodweyne,Somalia,9.41,45.06,64.13,27,36,14.09,2020-12-10 23:47:29
Çarşamba,Turkey,41.2,36.72,39.2,86,0,2.24,2020-12-10 23:47:30
Ambon City,Indonesia,-3.7,128.18,86.0,70,40,3.36,2020-12-10 23:47:30
Xingtai,China,37.06,114.49,32.61,81,1,4.32,2020-12-10 23:47:30
Nizwá,Oman,22.93,57.53,57.27,77,6,3.91,2020-12-10 23:47:30
Chicama,Peru,-7.84,-79.15,66.2,82,75,10.29,2020-12-10 23:47:30
Itapirapuã,Brazil,-15.82,-50.61,75.25,74,100,3.02,2020-12-10 23:47:31
Palmer,United States,42.16,-72.33,33.8,69,20,4.0,2020-12-10 23:47:31
Dakoro,Niger,14.51,6.76,74.28,19,47,8.86,2020-12-10 23:47:31
Mackay,Australia,-21.15,149.2,84.2,48,61,13.87,2020-12-10 23:47:31
Vikevåg,Norway,59.1,5.7,44.01,64,75,13.87,2020-12-10 23:47:31
Beroroha,Madagascar,-21.67,45.17,75.36,80,62,3.94,2020-12-10 23:47:32
Nishihara,Japan,26.18,127.76,71.6,83,40,5.82,2020-12-10 23:47:32
Chute-aux-Outardes,Canada,49.12,-68.4,26.6,73,90,6.93,2020-12-10 23:47:32
Chumikan,Russia,54.72,135.31,6.48,92,100,2.57,2020-12-10 23:47:32
Māngrol,India,21.12,70.12,74.77,75,56,3.94,2020-12-10 23:42:39
Khorramabad,Iran,33.49,48.36,42.28,66,0,1.07,2020-12-10 23:47:33
Camacha,Portugal,33.08,-16.33,62.6,77,40,9.17,2020-12-10 23:47:33
Bilibino,Russia,68.05,166.44,-2.96,85,100,3.87,2020-12-10 23:47:33
Kieta,Papua New Guinea,-6.22,155.63,86.4,60,26,1.95,2020-12-10 23:47:33
Sørland,Norway,67.67,12.69,41.0,75,20,8.05,2020-12-10 23:47:33
Gorontalo,Indonesia,0.54,123.06,84.11,71,45,0.63,2020-12-10 23:47:33
Verkhoyansk,Russia,67.54,133.38,-39.73,74,60,0.56,2020-12-10 23:47:34
Nuuk,Greenland,64.18,-51.72,21.2,73,40,8.05,2020-12-10 23:47:34
Atasū,Kazakhstan,48.68,71.64,1.42,93,41,7.96,2020-12-10 23:47:34
Praia,Cabo Verde,14.92,-23.51,73.4,64,75,16.11,2020-12-10 23:45:15
Jiuquan,China,39.74,98.52,21.4,86,100,0.92,2020-12-10 23:47:34
Dudinka,Russia,69.41,86.18,-25.6,67,0,2.24,2020-12-10 23:47:34
Dargaville,New Zealand,-35.93,173.88,67.98,63,100,9.84,2020-12-10 23:47:35
Rathdrum,United States,47.81,-116.89,37.99,95,1,12.75,2020-12-10 23:47:35
Jaltenango,Mexico,15.87,-92.72,67.8,79,27,0.98,2020-12-10 23:47:35
Nushki,Pakistan,29.55,66.02,48.52,49,10,4.36,2020-12-10 23:47:35
Karpathos,Greece,35.51,27.21,60.8,72,50,17.22,2020-12-10 23:47:36
Townsville,Australia,-19.25,146.8,84.2,58,75,13.87,2020-12-10 23:47:36
Sesheke,Zambia,-17.48,24.3,68.5,88,100,6.35,2020-12-10 23:43:15
Mlyniv,Ukraine,50.51,25.62,35.01,98,100,11.52,2020-12-10 23:47:36
Cururupu,Brazil,-1.83,-44.87,76.24,84,75,3.96,2020-12-10 23:47:36
Vila,Portugal,42.03,-8.16,55.99,96,100,15.01,2020-12-10 23:46:31
Ulladulla,Australia,-35.35,150.47,64.4,42,75,16.11,2020-12-10 23:47:37
Shenzhen,China,22.55,114.07,71.01,93,58,3.96,2020-12-10 23:47:37
White,United States,35.25,-91.73,60.8,48,1,8.05,2020-12-10 23:47:29
Imbituba,Brazil,-28.24,-48.67,75.2,78,75,6.93,2020-12-10 23:47:37
Berlevåg,Norway,70.86,29.09,35.17,87,94,11.61,2020-12-10 23:47:37
San,Mali,13.3,-4.9,75.13,20,0,10.74,2020-12-10 23:47:37
Toma,Burkina Faso,12.77,-2.88,76.15,19,16,6.62,2020-12-10 23:47:37
Rio,Greece,38.3,21.78,48.2,87,40,4.16,2020-12-10 23:47:38
San,Mali,13.3,-4.9,75.13,20,0,10.74,2020-12-10 23:47:37
Tazovsky,Russia,67.47,78.7,-21.69,87,13,6.82,2020-12-10 23:47:38
Flinders,Australia,-34.58,150.86,64.4,42,75,16.11,2020-12-10 23:47:38
Labuhan,Indonesia,-6.88,112.21,81.72,79,100,7.63,2020-12-10 23:47:38
Sanming,China,26.25,117.62,58.24,74,81,0.49,2020-12-10 23:47:38
Lewisporte,Canada,49.25,-55.05,32.0,94,90,2.24,2020-12-10 23:47:38
Miyako,Japan,39.64,141.95,45.86,61,0,2.51,2020-12-10 23:47:39
Laiyang,China,36.98,120.71,34.0,89,48,3.65,2020-12-10 23:45:06
Axum,Ethiopia,14.12,38.72,49.51,83,17,3.58,2020-12-10 23:47:39
Palestine,Palestine,31.92,35.2,57.99,66,0,4.7,2020-12-10 23:47:39
Balikpapan,Indonesia,-1.27,116.83,77.0,83,75,10.29,2020-12-10 23:44:04
Baoqing,China,46.33,132.21,10.54,93,0,4.99,2020-12-10 23:47:39
Kerema,Papua New Guinea,-7.96,145.78,82.22,77,27,10.07,2020-12-10 23:47:40
Lorengau,Papua New Guinea,-2.02,147.27,85.15,69,96,7.05,2020-12-10 23:47:40
Jurm,Afghanistan,36.86,70.83,27.82,63,98,4.61,2020-12-10 23:47:40
Gautier,United States,30.39,-88.61,62.6,82,1,3.89,2020-12-10 23:47:40
Kangaatsiaq,Greenland,68.31,-53.46,16.79,91,99,10.2,2020-12-10 23:47:40
Cassilândia,Brazil,-19.11,-51.73,75.49,69,94,4.43,2020-12-10 23:47:40
Jaora,India,23.63,75.13,69.17,64,94,2.57,2020-12-10 23:47:41
Altamont,United States,42.21,-121.74,44.6,36,75,12.75,2020-12-10 23:47:41
